url,page_intent,section_heading,asset_type,asset_path,alt_text,caption,artist,verified_real_work,intent_alignment_score,provenance_status,action,notes
/navel_piercing_las_vegas_authority_guide/,piercing,Related piercing guides,video,https://www.instagram.com/reel/C78fY1quCVF/,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,Katelyn Cole,YES,3,VERIFIED,REVIEW,Remote Instagram card; verify reel subject visually before using as proof.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/body-piercing-work-c611f77c.webp,,Body piercing close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/body-piercing-work-c611f77c.png,Body piercing close-up — Body piercing — Work of Art Las Vegas,Body piercing close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/piercing-session-prep-b525678d.webp,,"Healing week 1 Sterile prep and marking before navel, nipple, or surface work — longer bar on purpose.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/piercing-session-prep-b525678d.png,Healing week 1 — Body piercing — Work of Art Las Vegas,"Healing week 1 Sterile prep and marking before navel, nipple, or surface work — longer bar on purpose.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/spiked-septum-and-chest-ornament-b09080b0.webp,,Healing month 2 Months in — jewelry stable and irritation resolved with proper aftercare and downsizing.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/spiked-septum-and-chest-ornament-b09080b0.png,Healing month 2 — Body piercing — Work of Art Las Vegas,Healing month 2 Months in — jewelry stable and irritation resolved with proper aftercare and downsizing.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nipple_piercing_las_vegas_authority_guide/,piercing,,video,https://www.googletagmanager.com/ns.html?id=GTM-TZTQSQBB,,,,NO,3,UNKNOWN,REVIEW,Generic asset on piercing page.
/nipple_piercing_las_vegas_authority_guide/,piercing,Related piercing guides,video,https://www.instagram.com/reel/C78fY1quCVF/,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,Katelyn Cole,YES,3,VERIFIED,REVIEW,Remote Instagram card; verify reel subject visually before using as proof.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/nostril-stud-on-smiling-client-dd626b1d.webp,,Facial piercing close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/nostril-stud-on-smiling-client-dd626b1d.png,Facial piercing close-up — Facial piercing — Work of Art Las Vegas,Facial piercing close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/facial-piercing-work-c65aaed1.webp,,"Healing week 1 Days 3–7: tenderness around nostril, eyebrow, or bridge — keep hands off and saline only.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/facial-piercing-work-c65aaed1.png,Healing week 1 — Facial piercing — Work of Art Las Vegas,"Healing week 1 Days 3–7: tenderness around nostril, eyebrow, or bridge — keep hands off and saline only.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/curated-facial-piercing-jewelry-display-7d759759.webp,,Healing month 2 Healed facial work — shorter posts and decorative ends once swelling is gone.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/curated-facial-piercing-jewelry-display-7d759759.png,Healing month 2 — Facial piercing — Work of Art Las Vegas,Healing month 2 Healed facial work — shorter posts and decorative ends once swelling is gone.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/labret-and-eyebrow-piercing-closeup-c6159742.webp,,Swelling example Starter jewelry sits long so tissue is not pulled inward — embedding happens when posts are too short too soon.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/labret-and-eyebrow-piercing-closeup-c6159742.png,Swelling example — Facial piercing — Work of Art Las Vegas,Swelling example Starter jewelry sits long so tissue is not pulled inward — embedding happens when posts are too short too soon.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nose_piercing_las_vegas_authority_guide/,piercing,,video,https://www.googletagmanager.com/ns.html?id=GTM-TZTQSQBB,,,,NO,3,UNKNOWN,REVIEW,Generic asset on piercing page.
/nose_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,video,https://www.instagram.com/reel/C78fY1quCVF/,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,Katelyn Cole,YES,3,VERIFIED,REVIEW,Remote Instagram card; verify reel subject visually before using as proof.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/nostril-stud-on-smiling-client-dd626b1d.webp,,Nostril close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/nostril-stud-on-smiling-client-dd626b1d.png,Nostril close-up — Nostril — Work of Art Las Vegas,Nostril close-up Placement and angle marked for your anatomy — starter jewelry sized for swelling.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/facial-piercing-work-c65aaed1.webp,,"Healing week 1 Days 3–7: light crusties, tenderness, and a longer post on purpose — do not shorten jewelry at home.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/facial-piercing-work-c65aaed1.png,Healing week 1 — Nostril — Work of Art Las Vegas,"Healing week 1 Days 3–7: light crusties, tenderness, and a longer post on purpose — do not shorten jewelry at home.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/curated-facial-piercing-jewelry-display-7d759759.webp,,Healing month 2 Around 6–8 weeks swelling drops — this is when downsizing protects the angle and prevents bumps.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/curated-facial-piercing-jewelry-display-7d759759.png,Healing month 2 — Nostril — Work of Art Las Vegas,Healing month 2 Around 6–8 weeks swelling drops — this is when downsizing protects the angle and prevents bumps.,Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/jewelry-upgrade-86d3f26f.webp,,"Jewelry change Downsize to a shorter post or swap ends once the fistula is stable — booked as a check-in, not a mall kiosk.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,Real heal documentation,image,/studio_gallery/jewelry-upgrade-86d3f26f.png,Jewelry change — Nostril — Work of Art Las Vegas,"Jewelry change Downsize to a shorter post or swap ends once the fistula is stable — booked as a check-in, not a mall kiosk.",Katelyn Cole,YES,5,VERIFIED,KEEP,Piercing visual matches page intent.
/nostril_piercing_las_vegas_authority_guide/,piercing,,video,https://www.googletagmanager.com/ns.html?id=GTM-TZTQSQBB,,,,NO,3,UNKNOWN,REVIEW,Generic asset on piercing page.
/nostril_piercing_las_vegas_authority_guide/,piercing,Related piercing guides,video,https://www.instagram.com/reel/C78fY1quCVF/,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,▶ Katelyn Cole — piercing in the studio Watch Katelyn at Work of Art — calm ear curation and piercing placement in Las Vegas. Watch on Instagram,Katelyn Cole,YES,3,VERIFIED,REVIEW,Remote Instagram card; verify reel subject visually before using as proof.
/official_location_hours_contact/,tattoo,,video,https://www.googletagmanager.com/ns.html?id=GTM-TZTQSQBB,,,,NO,3,UNKNOWN,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/official_location_hours_contact/,tattoo,Map & parking,video,https://maps.google.com/maps?q=2375+E+Tropicana+Suite+3+Las+Vegas+NV+89119&output=embed,Work of Art Tattoo & Piercing on Google Maps,,,NO,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/official_location_hours_contact/,tattoo,Directory & citation FAQ,video,https://www.instagram.com/reel/C8vPwacP1du/,▶ Joshua Cole — painting in the studio Joshua at the easel — fine art and tattoo craft under one roof at Work of Art Las Vegas. Watch on Instagram,▶ Joshua Cole — painting in the studio Joshua at the easel — fine art and tattoo craft under one roof at Work of Art Las Vegas. Watch on Instagram,Joshua Cole,YES,3,LIKELY,REVIEW,Remote Instagram card; verify reel subject visually before using as proof.
/offsite_bookings/,tattoo,,image,/offsite_bookings/vip-party-overview-ce767869.webp,,,,YES,3,UNKNOWN,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/offsite_bookings/,tattoo,,image,/offsite_bookings/vip-party-overview-ce767869.png,"Crowded luxury event with illuminated fountain — offsite tattoo booking at Mike Tyson's house…, Work of Art Tattoo & Piercing, Las Vegas",,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/joshua-inks-ornate-back-piece-533f90bc.webp,,Joshua inks ornate back piece,Joshua Cole,YES,3,LIKELY,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/joshua-inks-ornate-back-piece-533f90bc.png,"Joshua Cole inks ornate black-grey back tattoo on blonde client leaning forward — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Joshua inks ornate back piece,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/crowd-gathers-at-vegas-venue-bc20f686.webp,,Crowd gathers at Vegas venue,,YES,3,UNKNOWN,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/crowd-gathers-at-vegas-venue-bc20f686.png,"Crowd gathers on balcony above lion statue beneath crystal chandelier at Vegas venue — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Crowd gathers at Vegas venue,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/rose-forearm-tattoo-at-offsite-fbda035f.webp,,Rose forearm tattoo at offsite,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/rose-forearm-tattoo-at-offsite-fbda035f.png,"Raiders jersey artist tattoos rose on forearm at pink-covered offsite table — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Rose forearm tattoo at offsite,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/artist-tattoos-rose-under-banner-f7412ef2.webp,,Artist tattoos rose under banner,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/artist-tattoos-rose-under-banner-f7412ef2.png,"Joshua Cole tattoos black-grey rose on forearm beneath Work of Art Las Vegas banner — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Artist tattoos rose under banner,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/power-button-neck-tattoo-session-40ff2f83.webp,,Power button neck tattoo session,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/power-button-neck-tattoo-session-40ff2f83.png,"Joshua Cole tattoos power-button icon on neck behind client's ear at offsite event — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Power button neck tattoo session,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/lion-statue-at-event-venue-7692f658.webp,,Lion statue at event venue,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/lion-statue-at-event-venue-7692f658.png,"Lion statue overlooks boxing mural and chandelier in Vegas hotel mezzanine lounge — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Lion statue at event venue,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-near-lion-statue-ec284eb3.webp,,Hand tattoo near lion statue,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-near-lion-statue-ec284eb3.png,"Arrow forearm tattoo on pink table beside lion statue and boxing mural at offsite — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Hand tattoo near lion statue,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/ear-cartilage-tattoo-offsite-46be4419.webp,,Ear cartilage tattoo offsite,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/ear-cartilage-tattoo-offsite-46be4419.png,"Joshua Cole tattoos woman's ear cartilage on pink table in chandelier-lit hotel suite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Ear cartilage tattoo offsite,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-tattoo-with-onlookers-b37b1e86.webp,,Forearm tattoo with onlookers,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-tattoo-with-onlookers-b37b1e86.png,"Joshua Cole tattoos client's inner forearm as onlookers watch at pink offsite station — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Forearm tattoo with onlookers,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/arrow-tattoo-at-pink-table-780dc356.webp,,Arrow tattoo at pink table,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/arrow-tattoo-at-pink-table-780dc356.png,"Men sit at pink offsite table; client shows fresh arrow forearm tattoo near lion statue — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Arrow tattoo at pink table,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-on-pink-table-9da92236.webp,,Hand tattoo on pink table,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-on-pink-table-9da92236.png,"Joshua Cole tattoos back of client's hand on pink-wrapped table; arrow on forearm — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Hand tattoo on pink table,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/upper-back-tattoo-in-progress-c0f701c1.webp,,Upper back tattoo in progress,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/upper-back-tattoo-in-progress-c0f701c1.png,"Joshua Cole tattoos upper-back piece on blonde client in Raiders jersey setup — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Upper back tattoo in progress,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/finished-power-button-neck-tattoo-12d3dea2.webp,,Finished power button neck tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/finished-power-button-neck-tattoo-12d3dea2.png,"Fresh black power-button neck tattoo behind red-haired client's ear, finished offsite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Finished power button neck tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/back-piece-over-faded-portrait-8074a709.webp,,Back piece over faded portrait,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/back-piece-over-faded-portrait-8074a709.png,"Joshua Cole tattoos upper back beside faded blue portrait on blonde client offsite — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Back piece over faded portrait,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-work-beside-lion-statue-00bc3c55.webp,,Forearm work beside lion statue,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-work-beside-lion-statue-00bc3c55.png,"Joshua Cole tattoos forearm on pink table beside lion statue and boxing mural offsite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Forearm work beside lion statue,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/smiley-hand-tattoo-gag-photo-c49cffbf.webp,,Smiley hand tattoo gag photo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/smiley-hand-tattoo-gag-photo-c49cffbf.png,"Smiley hand tattoo covers man's mouth beside spear forearm tattoo at pink offsite table — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Smiley hand tattoo gag photo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-session-under-studio-banner-05f97cd3.webp,,Forearm session under studio banner,,YES,3,UNKNOWN,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-session-under-studio-banner-05f97cd3.png,"Joshua Cole tattoos forearm at pink table beneath Work of Art Las Vegas skull banner — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Forearm session under studio banner,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-tattoo-by-boxing-mural-082676be.webp,,Forearm tattoo by boxing mural,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/forearm-tattoo-by-boxing-mural-082676be.png,"Joshua Cole tattoos client's forearm at pink table with boxing mural behind offsite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Forearm tattoo by boxing mural,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/finished-arrow-forearm-tattoo-shown-c1e8a694.webp,,Finished arrow forearm tattoo shown,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/finished-arrow-forearm-tattoo-shown-c1e8a694.png,"Client displays finished black arrow forearm tattoo at pink-covered offsite event table — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Finished arrow forearm tattoo shown,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/artist-prepares-offsite-supplies-38689c86.webp,,Artist prepares offsite supplies,,YES,3,UNKNOWN,REVIEW,Generic studio creative; acceptable when not used as portfolio proof.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/artist-prepares-offsite-supplies-38689c86.png,"Joshua Cole opens tattoo supplies at pink table facing client in KIVA jersey, lion statue…, Work of Art Tattoo & Piercing, Las Vegas",Artist prepares offsite supplies,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-under-vegas-banner-f5df31b6.webp,,Hand tattoo under Vegas banner,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/hand-tattoo-under-vegas-banner-f5df31b6.png,"Joshua Cole tattoos client's hand on pink table beneath Work of Art Las Vegas banner — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Hand tattoo under Vegas banner,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/wiping-fresh-back-tattoo-clean-0f9ee73e.webp,,Wiping fresh back tattoo clean,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/wiping-fresh-back-tattoo-clean-0f9ee73e.png,"Joshua Cole wipes fresh ornate back tattoo on smiling blonde client at offsite event — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Wiping fresh back tattoo clean,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/small-hand-tattoo-beside-arrow-8e384ac0.webp,,Small hand tattoo beside arrow,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/small-hand-tattoo-beside-arrow-8e384ac0.png,"Joshua Cole tattoos small design on hand beside arrow-and-rose forearm at pink table — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Small hand tattoo beside arrow,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/client-poses-on-tattoo-chair-4bf878ad.webp,,Client poses on tattoo chair,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/client-poses-on-tattoo-chair-4bf878ad.png,"Smiling blonde client poses on white tattoo armrest showing fresh shoulder ink offsite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Client poses on tattoo chair,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/arrow-inner-forearm-tattoo-session-aa92f551.webp,,Arrow inner forearm tattoo session,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/arrow-inner-forearm-tattoo-session-aa92f551.png,"Joshua Cole tattoos black arrow on inner forearm at pink table with Vegas banner behind — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Arrow inner forearm tattoo session,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/fresh-bitcoin-logo-shoulder-tattoo-12a987bd.webp,,Fresh Bitcoin logo shoulder tattoo,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/fresh-bitcoin-logo-shoulder-tattoo-12a987bd.png,"Fresh Bitcoin logo tattoo on shoulder beside faded black-grey back piece offsite — Joshua Cole…, Work of Art Tattoo & Piercing, Las Vegas",Fresh Bitcoin logo shoulder tattoo,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/upper-back-tattoo-on-client-a68626ac.webp,,Upper back tattoo on client,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/upper-back-tattoo-on-client-a68626ac.png,"Joshua Cole tattoos upper back on blonde client leaning on portable chair at offsite — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Upper back tattoo on client,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/cleaning-fresh-back-tattoo-offsite-f3971885.webp,,Cleaning fresh back tattoo offsite,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/cleaning-fresh-back-tattoo-offsite-f3971885.png,"Joshua Cole wipes fresh back tattoo on smiling blonde woman at crowded offsite setup — Joshua…, Work of Art Tattoo & Piercing, Las Vegas",Cleaning fresh back tattoo offsite,Joshua Cole,YES,4,LIKELY,KEEP,Tattoo visual supports tattoo page.
/offsite_bookings/,tattoo,Party at Mike Tyson's House,image,/offsite_bookings/artist-steadies-back-tattoo-skin-c61315df.webp,,Artist steadies back tattoo skin,,YES,4,UNKNOWN,KEEP,Tattoo visual supports tattoo page.
